"";"Municipios";"total";"65_mas";"porc_envejecido"
"2929";"42086 Fuentecambrón";32;9;28,125
"2930";"42087 Fuentecantos";63;14;22,2222222222222
"2931";"09136 Fuentecén";217;82;37,7880184331797
"2932";"37136 Fuenteguinaldo";678;287;42,330383480826
"2933";"21033 Fuenteheridos";709;116;16,361071932299
"2934";"19120 Fuentelahiguera de Albatages";131;41;31,2977099236641
"2935";"49080 Fuentelapeña";669;261;39,0134529147982
"2936";"09137 Fuentelcésped";252;63;25
"2937";"19121 Fuentelencina";312;99;31,7307692307692
"2938";"16087 Fuentelespino de Haro";268;136;50,7462686567164
"2939";"16088 Fuentelespino de Moya";104;36;34,6153846153846
"2940";"37137 Fuenteliante";94;49;52,1276595744681
"2941";"09138 Fuentelisendo";92;41;44,5652173913043
"2942";"42088 Fuentelmonge";66;33;50
"2943";"19122 Fuentelsaz";89;35;39,3258426966292
"2944";"42089 Fuentelsaz de Soria";61;20;32,7868852459016
"2945";"19123 Fuentelviejo";47;14;29,7872340425532
"2946";"09139 Fuentemolinos";100;39;39
"2947";"16904 Fuentenava de Jábaga";489;113;23,1083844580777
"2948";"09140 Fuentenebro";131;52;39,6946564885496
"2949";"19124 Fuentenovilla";513;94;18,3235867446394
"2950";"47068 Fuente-Olmedo";34;16;47,0588235294118
"2951";"40086 Fuentepelayo";822;222;27,007299270073
"2952";"42090 Fuentepinilla";82;40;48,780487804878
"2953";"40087 Fuentepiñel";85;39;45,8823529411765
"2954";"40088 Fuenterrebollo";340;112;32,9411764705882
"2955";"37138 Fuenterroble de Salvatierra";270;61;22,5925925925926
"2956";"46129 Fuenterrobles";694;146;21,0374639769452
"2957";"16089 Fuentes";458;129;28,1659388646288
"2958";"44111 Fuentes Calientes";91;33;36,2637362637363
"2959";"44112 Fuentes Claras";445;177;39,7752808988764
"2960";"41042 Fuentes de Andalucía";7152;1488;20,8053691275168
"2961";"05078 Fuentes de Año";95;40;42,1052631578947
"2962";"12064 Fuentes de Ayódar";89;22;24,7191011235955
"2963";"37139 Fuentes de Béjar";212;56;26,4150943396226
"2964";"24074 Fuentes de Carbajal";93;33;35,4838709677419
"2965";"50115 Fuentes de Ebro";4549;884;19,4328423829413
"2966";"50116 Fuentes de Jiloca";229;88;38,4279475982533
"2967";"06055 Fuentes de León";2248;499;22,1975088967972
"2968";"42092 Fuentes de Magaña";59;26;44,0677966101695
"2969";"34076 Fuentes de Nava";636;191;30,0314465408805
"2970";"37140 Fuentes de Oñoro";1136;267;23,5035211267606
"2971";"49082 Fuentes de Ropel";376;160;42,5531914893617
"2972";"44113 Fuentes de Rubielos";124;12;9,67741935483871
"2973";"34077 Fuentes de Valdepero";466;99;21,244635193133
"2974";"49081 Fuentesaúco";1587;464;29,2375551354757
"2975";"40089 Fuentesaúco de Fuentidueña";233;95;40,7725321888412
"2976";"49083 Fuentesecas";45;28;62,2222222222222
"2977";"40091 Fuentesoto";106;43;40,5660377358491
"2978";"44114 Fuentespalda";282;104;36,8794326241135
"2979";"09141 Fuentespina";785;178;22,6751592356688
"2980";"49084 Fuentespreadas";280;109;38,9285714285714
"2981";"42093 Fuentestrún";44;11;25
"2982";"14031 Fuente-Tójar";666;173;25,975975975976
"2983";"40092 Fuentidueña";120;47;39,1666666666667
"2984";"28060 Fuentidueña de Tajo";2136;404;18,9138576779026
"2985";"23035 Fuerte del Rey";1355;287;21,1808118081181
"2986";"16091 Fuertescusa";60;33;55
"2987";"22113 Fueva, La";600;163;27,1666666666667
"2988";"25096 Fuliola, La";1250;292;23,36
"2989";"25097 Fulleda";102;36;35,2941176470588
"2990";"31107 Funes";2444;477;19,5171849427169
"2991";"31108 Fustiñana";2483;587;23,6407571486106
"2992";"16092 Gabaldón";178;51;28,6516853932584
"2993";"18905 Gabias, Las";21543;2086;9,68295966207121
"2994";"20038 Gabiria";495;102;20,6060606060606
"2995";"04047 Gádor";3034;520;17,139090309822
"2996";"08090 Gaià";183;32;17,4863387978142
"2997";"03072 Gaianes";479;112;23,3820459290188
"2998";"12065 Gaibiel";181;79;43,646408839779
"2999";"20037 Gaintza";121;26;21,4876033057851
"3000";"19125 Gajanejos";54;18;33,3333333333333
"3001";"37141 Gajates";157;74;47,1337579617834
"3002";"28061 Galapagar";34497;4506;13,0620053917732
"3003";"19126 Galápagos";2475;192;7,75757575757576
"3004";"31109 Galar";2290;307;13,4061135371179
"3005";"21034 Galaroza";1382;312;22,575976845152
"3006";"09143 Galbarros";30;9;30
"3007";"26065 Galbárruli";67;16;23,8805970149254
"3008";"48036 Galdakao";29427;6493;22,0647704489075
"3009";"48037 Galdames";838;199;23,7470167064439
"3010";"35009 Gáldar";24370;4303;17,6569552728765
"3011";"49085 Galende";982;327;33,2993890020367
"3012";"18082 Galera";1071;346;32,3062558356676
"3013";"43063 Galera, La";736;210;28,5326086956522
"3014";"26066 Galilea";366;81;22,1311475409836
"3015";"37142 Galindo y Perahuy";653;145;22,2052067381317
"3016";"37143 Galinduste";428;144;33,6448598130841
"3017";"37144 Galisancho";361;135;37,3961218836565
"3018";"10076 Galisteo";916;242;26,4192139737991
"3019";"04048 Gallardos, Los";2902;877;30,2205375603032
"3020";"09144 Gallega, La";45;24;53,3333333333333
"3021";"40093 Gallegos";105;24;22,8571428571429
"3022";"05079 Gallegos de Altamiros";66;25;37,8787878787879
"3023";"37145 Gallegos de Argañán";264;116;43,9393939393939
"3024";"47069 Gallegos de Hornija";115;46;40
"3025";"05080 Gallegos de Sobrinos";40;21;52,5
"3026";"37146 Gallegos de Solmirón";112;49;43,75
"3027";"49086 Gallegos del Pan";111;39;35,1351351351351
"3028";"49087 Gallegos del Río";466;269;57,725321888412
"3029";"08087 Gallifa";167;38;22,7544910179641
"3030";"26067 Gallinero de Cameros";20;4;20
"3031";"31110 Gallipienzo/Galipentzu";94;35;37,2340425531915
"3032";"50117 Gallocanta";136;46;33,8235294117647
"3033";"31111 Gallués/Galoze";94;25;26,5957446808511
"3034";"50118 Gallur";2566;630;24,551831644583
"3035";"44115 Galve";160;33;20,625
"3036";"19127 Galve de Sorbe";109;42;38,5321100917431
"3037";"45067 Gálvez";3012;733;24,33598937583
"3038";"48038 Gamiz-Fika";1362;279;20,4845814977974
"3039";"49088 Gamones";89;41;46,0674157303371
"3040";"43064 Gandesa";3096;704;22,7390180878553
"3041";"46131 Gandia";75798;13615;17,9622153618829
"3042";"16093 Garaballa";55;23;41,8181818181818
"3043";"38015 Garachico";4869;1174;24,1117272540563
"3044";"38016 Garafía";1730;504;29,1329479768786
"3045";"48039 Garai";325;57;17,5384615384615
"3046";"31112 Garaioa";94;40;42,5531914893617
"3047";"06056 Garbayuela";509;157;30,8447937131631
"3048";"43065 Garcia";527;143;27,134724857685
"3049";"10077 Garciaz";699;230;32,9041487839771
"3050";"37147 Garcibuey";191;94;49,2146596858639
"3051";"37148 Garcihernández";437;138;31,5789473684211
"3052";"40094 Garcillán";474;71;14,9789029535865
"3053";"45068 Garciotum";202;78;38,6138613861386
"3054";"37149 Garcirrey";62;29;46,7741935483871
"3055";"31113 Garde";142;46;32,3943661971831
"3056";"44116 Gargallo";97;27;27,8350515463918
"3057";"28062 Garganta de los Montes";377;82;21,7506631299735
"3058";"05081 Garganta del Villar";39;19;48,7179487179487
"3059";"10079 Garganta la Olla";926;266;28,7257019438445
"3060";"10078 Garganta, La";365;188;51,5068493150685
"3061";"10080 Gargantilla";376;157;41,7553191489362
"3062";"28063 Gargantilla del Lozoya y Pinilla de Buitrago";309;69;22,3300970873786
"3063";"10081 Gargüera";164;70;42,6829268292683
"3064";"43066 Garidells, Els";190;34;17,8947368421053
"3065";"31114 Garínoain";498;76;15,2610441767068
"3066";"06057 Garlitos";565;240;42,4778761061947
"3067";"24076 Garrafe de Torío";1513;419;27,6933245208196
"3068";"31115 Garralda";191;45;23,5602094240838
"3069";"42094 Garray";721;119;16,504854368932
"3070";"08088 Garriga, La";16668;2843;17,0566354691625
"3071";"17075 Garrigàs";451;81;17,960088691796
"3072";"17076 Garrigoles";167;36;21,5568862275449
"3073";"17077 Garriguella";853;191;22,3915592028136
"3074";"41043 Garrobo, El";782;148;18,925831202046
"3075";"06058 Garrovilla, La";2357;501;21,2558336868901
"3076";"10082 Garrovillas de Alconétar";2004;632;31,5369261477046
"3077";"04049 Garrucha";9520;1258;13,2142857142857
"3078";"10083 Garvín";104;28;26,9230769230769
"3079";"28064 Gascones";176;32;18,1818181818182
"3080";"16094 Gascueña";143;54;37,7622377622378
"3081";"19129 Gascueña de Bornova";29;13;44,8275862068966
"3082";"11018 Gastor, El";1729;356;20,5899363794101
"3083";"10084 Gata";1417;474;33,4509527170078
"3084";"03071 Gata de Gorgos";6243;1236;19,7981739548294
"3085";"48040 Gatika";1665;343;20,6006006006006
"3086";"47070 Gatón de Campos";32;16;50
"3087";"46902 Gátova";405;128;31,6049382716049
"3088";"29056 Gaucín";1589;400;25,1730648206419
"3089";"48041 Gautegiz Arteaga";808;184;22,7722772277228
"3090";"08089 Gavà";47057;8354;17,7529379263446
"3091";"46130 Gavarda";1042;233;22,3608445297505
"3092";"25098 Gavet de la Conca";261;95;36,3984674329502
"3093";"05082 Gavilanes";563;207;36,7673179396092
"3094";"20907 Gaztelu";154;30;19,4805194805195
"3095";"44117 Gea de Albarracín";370;124;33,5135135135135
"3096";"37150 Gejuelo del Barro";35;17;48,5714285714286
"3097";"12067 Geldo";633;180;28,436018957346
"3098";"08091 Gelida";7670;1194;15,5671447196871
"3099";"50119 Gelsa";996;309;31,0240963855422
"3100";"41044 Gelves";10193;1137;11,1547140194251
"3101";"49090 Gema";215;93;43,2558139534884
"3102";"05083 Gemuño";152;67;44,078947368421
"3103";"29057 Genalguacil";393;121;30,7888040712468
"3104";"23037 Génave";590;160;27,1186440677966
"3105";"31116 Genevilla";66;30;45,4545454545455
"3106";"46132 Genovés, el";2778;498;17,92656587473
"3107";"17078 Ger";449;89;19,8218262806236
"3108";"41045 Gerena";7674;1163;15,1550690643732
"3109";"04050 Gérgal";1080;241;22,3148148148148
"3110";"47071 Geria";506;99;19,5652173913043
"3111";"45069 Gerindote";2339;396;16,9303120991877
"3112";"48046 Gernika-Lumo";17105;3940;23,0342005261619
"3113";"46133 Gestalgar";548;176;32,1167883211679
"3114";"28065 Getafe";185180;35609;19,2293984231558
"3115";"20039 Getaria";2796;551;19,7067238912732
"3116";"48044 Getxo";77770;19836;25,5059791693455
"3117";"21035 Gibraleón";12737;2066;16,2204600769412
"3118";"33024 Gijón";271717;71782;26,4179274760136
"3119";"05085 Gil García";38;17;44,7368421052632
"3120";"05084 Gilbuena";60;35;58,3333333333333
"3121";"41046 Gilena";3727;649;17,4134692782399
"3122";"46134 Gilet";3404;468;13,7485311398355
"3123";"25912 Gimenells i el Pla de la Font";1120;261;23,3035714285714
"3124";"05086 Gimialcón";75;38;50,6666666666667
"3125";"26068 Gimileo";111;28;25,2252252252252
"3126";"44118 Ginebrosa, La";197;58;29,4416243654822
"3127";"41047 Gines";13428;1868;13,9112302651177
"3128";"43067 Ginestar";764;234;30,6282722513089
"3129";"02035 Gineta, La";2548;439;17,2291993720565
"3130";"17079 Girona";103369;16388;15,853882692103
"3131";"08092 Gironella";4946;1263;25,5357864941367
"3132";"08093 Gisclareny";26;6;23,0769230769231
"3133";"22114 Gistaín";147;59;40,1360544217687
"3134";"48047 Gizaburuaga";197;34;17,258883248731
"3135";"18083 Gobernador";229;92;40,174672489083
"3136";"43068 Godall";598;197;32,943143812709
"3137";"46135 Godella";13131;2586;19,6938542380626
"3138";"46136 Godelleta";3584;650;18,1361607142857
"3139";"50120 Godojos";53;19;35,8490566037736
"3140";"31117 Goizueta";689;195;28,3018867924528
"3141";"18084 Gójar";5909;809;13,6909798612286
"3142";"42095 Golmayo";2778;257;9,25125989920806
"3143";"25099 Golmés";1855;330;17,7897574123989
"3144";"02036 Golosalvo";98;41;41,8367346938776
"3145";"37151 Golpejas";155;58;37,4193548387097
"3146";"42096 Gómara";294;107;36,3945578231293
"3147";"17080 Gombrèn";192;44;22,9166666666667
"3148";"37152 Gomecello";430;132;30,6976744186047
"3149";"32033 Gomesende";714;372;52,1008403361345
"3150";"40095 Gomezserracín";664;145;21,8373493975904
"3151";"36021 Gondomar";14702;2742;18,6505237382669
"3152";"31118 Goñi";157;60;38,2165605095541
"3153";"18085 Gor";744;269;36,1559139784946
"3154";"18086 Gorafe";383;131;34,2036553524804
"3155";"24077 Gordaliza del Pino";245;113;46,1224489795918
"3156";"48042 Gordexola";1697;365;21,508544490277
"3157";"10085 Gordo, El";360;82;22,7777777777778
"3158";"24078 Gordoncillo";365;151;41,3698630136986
"3159";"03073 Gorga";241;66;27,3858921161826
"3160";"48043 Gorliz";5891;1067;18,1123748090307
"3161";"42097 Gormaz";20;1;5
"3162";"25100 Gósol";206;59;28,6407766990291
"3163";"05087 Gotarrendura";170;51;30
"3164";"50121 Gotor";302;107;35,4304635761589
"3165";"33025 Gozón";10282;2972;28,9048823186151
"3166";"24079 Gradefes";931;385;41,3533834586466
"3167";"33026 Grado";9703;2762;28,4654230650314
"3168";"22115 Grado, El";395;138;34,9367088607595
"3169";"16095 Graja de Campalbo";91;28;30,7692307692308
"3170";"16096 Graja de Iniesta";358;70;19,5530726256983
"3171";"24080 Grajal de Campos";227;92;40,5286343612335
"3172";"40097 Grajera";228;33;14,4736842105263
"3173";"18087 Granada";233648;51019;21,8358385263302
"3174";"21036 Granada de Río-Tinto, La";243;55;22,6337448559671
"3175";"08094 Granada, La";2208;339;15,3532608695652
"3176";"25101 Granadella, La";716;209;29,1899441340782
"3177";"38017 Granadilla de Abona";51233;5367;10,4756699783343
"3178";"21037 Granado, El";532;151;28,3834586466165
"3179";"13045 Granátula de Calatrava";717;220;30,6834030683403
"3180";"33027 Grandas de Salime";815;269;33,0061349693252
"3181";"05088 Grandes y San Martín";25;8;32
"3182";"08095 Granera";77;18;23,3766233766234
"3183";"46137 Granja de la Costera, la";295;74;25,0847457627119
"3184";"49091 Granja de Moreruela";271;109;40,2214022140221
"3185";"03074 Granja de Rocamora";2591;404;15,5924353531455
"3186";"06059 Granja de Torrehermosa";1977;524;26,5048052604957
"3187";"25102 Granja d'Escarp, La";922;231;25,0542299349241
"3188";"10086 Granja, La";323;117;36,2229102167183
"3189";"14032 Granjuela, La";439;119;27,1070615034169
"3190";"08096 Granollers";62419;11228;17,9881125939217
"3191";"49092 Granucillo";119;59;49,5798319327731
"3192";"25103 Granyanella";143;46;32,1678321678322
"3193";"25105 Granyena de les Garrigues";140;42;30
"3194";"25104 Granyena de Segarra";151;51;33,7748344370861
"3195";"22116 Grañén";1738;456;26,2370540851554
"3196";"26069 Grañón";247;117;47,3684210526316
"3197";"43069 Gratallops";237;66;27,8481012658228
"3198";"22117 Graus";3365;794;23,5958395245171
"3199";"26070 Grávalos";187;57;30,4812834224599
"3200";"11019 Grazalema";2013;407;20,2185792349727
"3201";"44119 Griegos";138;50;36,231884057971
"3202";"09148 Grijalba";112;22;19,6428571428571
"3203";"34079 Grijota";2362;240;10,1608806096528
"3204";"28066 Griñón";10435;1552;14,8730234786775
"3205";"09149 Grisaleña";49;17;34,6938775510204
"3206";"50122 Grisel";74;17;22,972972972973
"3207";"50123 Grisén";590;113;19,1525423728814
"3208";"36022 Grove, O";10518;2375;22,5803384673892
"3209";"18088 Guadahortuna";1872;341;18,215811965812
"3210";"19130 Guadalajara";87484;15372;17,5712130218097
"3211";"44120 Guadalaviar";244;57;23,3606557377049
"3212";"41048 Guadalcanal";2608;575;22,0475460122699
"3213";"14033 Guadalcázar";1559;227;14,5606157793457
"3214";"28067 Guadalix de la Sierra";6440;892;13,8509316770186
"3215";"13046 Guadalmez";697;240;34,4332855093257
"3216";"10087 Guadalupe";1828;576;31,5098468271335
"3217";"45070 Guadamur";1784;384;21,52466367713
"3218";"28068 Guadarrama";16560;2858;17,2584541062802
"3219";"46138 Guadasséquies";456;85;18,640350877193
"3220";"46139 Guadassuar";5902;1263;21,3995255845476
"3221";"06903 Guadiana del Caudillo";2492;473;18,9807383627608
"3222";"18089 Guadix";18436;3395;18,4150574962031
"3223";"37154 Guadramiro";137;59;43,0656934306569
"3224";"18906 Guájares, Los";1053;317;30,1044634377968
"3225";"08097 Gualba";1548;218;14,0826873385013
"3226";"18093 Gualchos";5190;725;13,9691714836224
"3227";"17081 Gualta";402;74;18,407960199005
"3228";"38018 Guancha, La";5540;1208;21,8050541516245
"3229";"36023 Guarda, A";10025;2324;23,1820448877805
"3230";"46140 Guardamar de la Safor";531;61;11,4877589453861
"3231";"03076 Guardamar del Segura";15849;3705;23,3768692031043
"3232";"23038 Guardia de Jaén, La";4983;542;10,8769817379089
"3233";"45071 Guardia, La";2213;539;24,3560777225486
"3234";"08099 Guardiola de Berguedà";941;236;25,0797024442083
"3235";"34080 Guardo";5872;1494;25,4427792915531
"3236";"06060 Guareña";6888;1380;20,0348432055749
"3237";"29058 Guaro";2280;524;22,9824561403509
"3238";"49093 Guarrate";331;109;32,9305135951662
"3239";"23039 Guarromán";2739;452;16,5023731288792
"3240";"34081 Guaza de Campos";61;28;45,9016393442623
"3241";"44121 Gúdar";77;14;18,1818181818182
"3242";"32034 Gudiña, A";1236;438;35,4368932038835
"3243";"18094 Güéjar Sierra";2857;527;18,4459222961148
"3244";"48045 Güeñes";6736;1329;19,729809976247
"3245";"31119 Güesa/Gorza";36;14;38,8888888888889
"3246";"31120 Guesálaz/Gesalatz";421;138;32,7790973871734
"3247";"18095 Güevéjar";2640;322;12,1969696969697
"3248";"38019 Guía de Isora";21796;3266;14,9844008074876
"3249";"43070 Guiamets, Els";278;90;32,3741007194245
"3250";"14902 Guijarrosa, La";1379;257;18,6366932559826
"3251";"37155 Guijo de Ávila";75;32;42,6666666666667
"3252";"10088 Guijo de Coria";196;77;39,2857142857143
"3253";"10089 Guijo de Galisteo";1507;311;20,6370272063703
"3254";"10090 Guijo de Granadilla";522;233;44,6360153256705
"3255";"10091 Guijo de Santa Bárbara";378;127;33,5978835978836
"3256";"14034 Guijo, El";352;125;35,5113636363636
"3257";"37156 Guijuelo";5616;942;16,7735042735043
"3258";"41049 Guillena";12903;1662;12,8807254126947
"3259";"17082 Guils de Cerdanya";549;105;19,1256830601093
"3260";"38020 Güímar";20662;3551;17,1861388055367
"3261";"25109 Guimerà";271;100;36,90036900369
"3262";"25903 Guingueta d'Àneu, La";289;77;26,643598615917
"3263";"31121 Guirguillano";83;15;18,0722891566265
"3264";"05089 Guisando";510;187;36,6666666666667
"3265";"25110 Guissona";7248;703;9,69922737306843
"3266";"27022 Guitiriz";5490;1700;30,9653916211293
"3267";"25111 Guixers";132;43;32,5757575757576
"3268";"09151 Gumiel de Izán";561;144;25,668449197861
"3269";"09152 Gumiel de Mercado";359;89;24,7910863509749
"3270";"27023 Guntín";2628;1038;39,4977168949772
"3271";"08100 Gurb";2713;458;16,8816807961666
"3272";"39030 Guriezo";2330;497;21,3304721030043
"3273";"22119 Gurrea de Gállego";1476;489;33,130081300813
"3274";"24081 Gusendos de los Oteros";126;54;42,8571428571429
"3275";"05090 Gutierre-Muñoz";75;28;37,3333333333333
"3276";"06061 Haba, La";1219;311;25,512715340443
"3277";"09154 Hacinas";144;59;40,9722222222222
"3278";"01056 Harana/Valle de Arana";218;87;39,9082568807339
"3279";"35010 Haría";5263;1050;19,9505985179555
"3280";"26071 Haro";11557;2277;19,7023448991953
"3281";"09155 Haza";30;17;56,6666666666667
"3282";"39031 Hazas de Cesto";1580;280;17,7215189873418
"3283";"06062 Helechosa de los Montes";626;187;29,8722044728434
"3284";"02037 Hellín";30200;5149;17,0496688741722
"3285";"16097 Henarejos";134;68;50,7462686567164
"3286";"19132 Henche";96;53;55,2083333333333
"3287";"19133 Heras de Ayuso";255;35;13,7254901960784
"3288";"12068 Herbés";44;22;50
"3289";"26072 Herce";330;87;26,3636363636364
"3290";"13047 Herencia";8456;1441;17,0411542100284
"3291";"45072 Herencias, Las";772;243;31,4766839378238
"3292";"10092 Herguijuela";274;93;33,9416058394161
"3293";"37157 Herguijuela de Ciudad Rodrigo";70;30;42,8571428571429
"3294";"37158 Herguijuela de la Sierra";244;96;39,344262295082
"3295";"37159 Herguijuela del Campo";74;40;54,0540540540541
