"";"Municipios";"total";"65_mas";"porc_envejecido"
"6484";"22217 Sena";501;152;30,3393213572854
"6485";"24164 Sena de Luna";366;130;35,5191256830601
"6486";"43146 Senan";44;13;29,5454545454545
"6487";"07047 Sencelles";3370;597;17,7151335311573
"6488";"04082 Senés";289;98;33,9100346020761
"6489";"22218 Senés de Alcubierre";40;15;37,5
"6490";"43044 Sénia, La";5640;1181;20,9397163120567
"6491";"03125 Senija";583;136;23,327615780446
"6492";"44212 Seno";39;14;35,8974358974359
"6493";"25202 Senterada";139;23;16,5467625899281
"6494";"25035 Sentiu de Sió, La";414;120;28,9855072463768
"6495";"08267 Sentmenat";9235;1351;14,6291283161884
"6496";"46227 Senyera";1134;179;15,7848324514991
"6497";"37304 Sepulcro-Hilario";164;88;53,6585365853659
"6498";"40195 Sepúlveda";967;273;28,2316442605998
"6499";"40196 Sequera de Fresno";34;9;26,4705882352941
"6500";"09365 Sequera de Haza, La";27;12;44,4444444444444
"6501";"37305 Sequeros";232;92;39,6551724137931
"6502";"17190 Serinyà";1133;204;18,0052956751986
"6503";"28138 Serna del Monte, La";87;16;18,3908045977011
"6504";"34175 Serna, La";95;33;34,7368421052632
"6505";"04083 Serón";2033;572;28,1357599606493
"6506";"42171 Serón de Nágima";128;66;51,5625
"6507";"25204 Seròs";1946;415;21,3257965056526
"6508";"46228 Serra";3187;507;15,9083777847505
"6509";"17191 Serra de Daró";222;49;22,0720720720721
"6510";"47159 Serrada";1103;251;22,7561196736174
"6511";"05232 Serrada, La";118;44;37,2881355932203
"6512";"10175 Serradilla";1507;447;29,6615792966158
"6513";"37306 Serradilla del Arroyo";251;120;47,808764940239
"6514";"37307 Serradilla del Llano";153;62;40,5228758169935
"6515";"05233 Serranillos";243;93;38,2716049382716
"6516";"28140 Serranillos del Valle";4291;517;12,0484735492892
"6517";"12103 Serratella, la";95;43;45,2631578947368
"6518";"29904 Serrato";482;137;28,4232365145228
"6519";"10176 Serrejón";410;106;25,8536585365854
"6520";"22220 Sesa";154;65;42,2077922077922
"6521";"45161 Seseña";27066;1745;6,4472031330821
"6522";"31224 Sesma";1161;339;29,1989664082687
"6523";"48084 Sestao";27452;6952;25,3242022439167
"6524";"50243 Sestrica";344;116;33,7209302325581
"6525";"22221 Sesué";122;16;13,1147540983607
"6526";"17192 Setcases";170;47;27,6470588235294
"6527";"11034 Setenil de las Bodegas";2741;540;19,7008391098139
"6528";"19255 Setiles";80;33;41,25
"6529";"25203 Seu d'Urgell, La";12206;2351;19,2610191708996
"6530";"08269 Seva";3544;624;17,607223476298
"6531";"41091 Sevilla";691395;135030;19,5300804894453
"6532";"28141 Sevilla la Nueva";9393;1146;12,2005748961993
"6533";"45162 Sevilleja de la Jara";668;322;48,2035928143713
"6534";"25205 Sidamon";748;126;16,8449197860963
"6535";"19256 Sienes";52;20;38,4615384615385
"6536";"33066 Siero";51509;11288;21,9146168630725
"6537";"37309 Sierpe, La";40;17;42,5
"6538";"10177 Sierra de Fuentes";1998;400;20,02002002002
"6539";"50244 Sierra de Luna";270;79;29,2592592592593
"6540";"29088 Sierra de Yeguas";3318;652;19,6503918022905
"6541";"12105 Sierra Engarcerán";988;306;30,9716599190283
"6542";"04084 Sierro";379;116;30,6068601583113
"6543";"22222 Siétamo";689;115;16,6908563134978
"6544";"46229 Siete Aguas";1159;273;23,5547886108714
"6545";"47160 Siete Iglesias de Trabancos";431;158;36,6589327146172
"6546";"37310 Sieteiglesias de Tormes";193;99;51,2953367875648
"6547";"05234 Sigeres";45;23;51,1111111111111
"6548";"19257 Sigüenza";4319;1111;25,7235471173883
"6549";"50245 Sigüés";79;34;43,0379746835443
"6550";"23082 Siles";2220;591;26,6216216216216
"6551";"46230 Silla";19078;3481;18,2461473949051
"6552";"36052 Silleda";8861;2460;27,7621036000451
"6553";"38042 Silos, Los";4743;1184;24,9631035209783
"6554";"17193 Sils";6219;1008;16,2083936324168
"6555";"47161 Simancas";5267;742;14,0877159673438
"6556";"46231 Simat de la Valldigna";3297;753;22,8389444949954
"6557";"46232 Sinarcas";1105;283;25,6108597285068
"6558";"07060 Sineu";4030;751;18,6352357320099
"6559";"44213 Singra";83;27;32,5301204819277
"6560";"05235 Sinlabajos";143;65;45,4545454545455
"6561";"06125 Siruela";1861;583;31,3272434175175
"6562";"50246 Sisamón";35;13;37,1428571428571
"6563";"16198 Sisante";1605;442;27,5389408099688
"6564";"08270 Sitges";29553;5546;18,7662843027781
"6565";"17052 Siurana";171;42;24,5614035087719
"6566";"39083 Soba";1155;350;30,3030303030303
"6567";"27059 Sober";2260;1001;44,2920353982301
"6568";"50247 Sobradiel";1136;212;18,6619718309859
"6569";"37311 Sobradillo";203;94;46,3054187192118
"6570";"24165 Sobrado";301;153;50,8305647840532
"6571";"15080 Sobrado";1730;664;38,3815028901734
"6572";"08271 Sobremunt";78;16;20,5128205128205
"6573";"33067 Sobrescobio";814;234;28,7469287469287
"6574";"02072 Socovos";1778;513;28,8526434195726
"6575";"13078 Socuéllamos";12079;2331;19,2979551287358
"6576";"26143 Sojuela";347;62;17,8674351585014
"6577";"05236 Solana de Ávila";110;39;35,4545454545455
"6578";"06126 Solana de los Barros";2601;543;20,876585928489
"6579";"05237 Solana de Rioalmar";151;59;39,0728476821192
"6580";"13080 Solana del Pino";314;117;37,2611464968153
"6581";"13079 Solana, La";15419;2812;18,237239769116
"6582";"19258 Solanillos del Extremo";88;32;36,3636363636364
"6583";"09366 Solarana";77;38;49,3506493506493
"6584";"16199 Solera de Gabaldón";27;20;74,0740740740741
"6585";"25206 Soleràs, El";332;105;31,6265060240964
"6586";"42172 Soliedra";31;15;48,3870967741936
"6587";"43147 Solivella";632;178;28,1645569620253
"6588";"46233 Sollana";4881;980;20,0778528989961
"6589";"07061 Sóller";13634;2749;20,1628282235588
"6590";"39084 Solórzano";1046;252;24,0917782026769
"6591";"05238 Solosancho";820;266;32,4390243902439
"6592";"25207 Solsona";9137;1733;18,9668381306775
"6593";"33068 Somiedo";1093;400;36,5965233302836
"6594";"19259 Somolinos";29;12;41,3793103448276
"6595";"04085 Somontín";443;132;29,7968397291196
"6596";"28143 Somosierra";87;24;27,5862068965517
"6597";"15081 Somozas, As";1083;322;29,7322253000923
"6598";"07062 Son Servera";11817;1681;14,2252686807142
"6599";"48904 Sondika";4547;942;20,7169562348801
"6600";"12106 Soneja";1456;357;24,5192307692308
"6601";"45163 Sonseca";11082;2159;19,4820429525356
"6602";"22223 Sopeira";91;22;24,1758241758242
"6603";"48085 Sopela";14120;2176;15,4107648725212
"6604";"18176 Soportújar";264;82;31,0606060606061
"6605";"48086 Sopuerta";2570;559;21,7509727626459
"6606";"08272 Sora";212;46;21,6981132075472
"6607";"20065 Soraluze-Placencia de las Armas";3923;936;23,8592913586541
"6608";"04086 Sorbas";2436;660;27,0935960591133
"6609";"09368 Sordillos";33;18;54,5454545454545
"6610";"42173 Soria";39821;8337;20,9361894477788
"6611";"25208 Soriguera";420;62;14,7619047619048
"6612";"37312 Sorihuela";253;91;35,9683794466403
"6613";"23084 Sorihuela del Guadalimar";1098;243;22,1311475409836
"6614";"31225 Sorlada";57;21;36,8421052631579
"6615";"25209 Sort";2154;416;19,3129062209842
"6616";"18177 Sorvilán";527;126;23,9089184060721
"6617";"26144 Sorzano";225;69;30,6666666666667
"6618";"50248 Sos del Rey Católico";567;203;35,8024691358025
"6619";"25210 Soses";1761;350;19,8750709823964
"6620";"46234 Sot de Chera";362;81;22,3756906077348
"6621";"12107 Sot de Ferrer";409;123;30,0733496332518
"6622";"05239 Sotalbo";232;62;26,7241379310345
"6623";"26145 Sotés";284;85;29,9295774647887
"6624";"40198 Sotillo";28;10;35,7142857142857
"6625";"05240 Sotillo de la Adrada";4653;941;20,2235117128734
"6626";"09369 Sotillo de la Ribera";475;143;30,1052631578947
"6627";"45164 Sotillo de las Palomas";175;80;45,7142857142857
"6628";"42174 Sotillo del Rincón";176;59;33,5227272727273
"6629";"19260 Sotillo, El";43;25;58,1395348837209
"6630";"34177 Soto de Cerrato";192;57;29,6875
"6631";"24166 Soto de la Vega";1526;525;34,4036697247706
"6632";"33069 Soto del Barco";3800;1104;29,0526315789474
"6633";"28144 Soto del Real";8981;1458;16,2342723527447
"6634";"26146 Soto en Cameros";80;34;42,5
"6635";"24167 Soto y Amío";773;265;34,2820181112548
"6636";"34176 Sotobañado y Priorato";139;45;32,3741007194245
"6637";"19261 Sotodosos";33;21;63,6363636363636
"6638";"22904 Sotonera, La";859;291;33,8766006984866
"6639";"16909 Sotorribas";700;230;32,8571428571429
"6640";"40199 Sotosalbos";118;27;22,8813559322034
"6641";"37313 Sotoserrano";557;201;36,0861759425494
"6642";"09372 Sotragero";273;32;11,7216117216117
"6643";"09373 Sotresgudo";432;168;38,8888888888889
"6644";"36053 Soutomaior";7426;1348;18,1524373821708
"6645";"39085 Suances";8827;1720;19,4856689702051
"6646";"08273 Subirats";3104;605;19,4909793814433
"6647";"25211 Sudanell";840;207;24,6428571428571
"6648";"46235 Sueca";27566;5647;20,4853805412465
"6649";"42175 Suellacabras";24;6;25
"6650";"12108 Sueras/Suera";524;132;25,1908396946565
"6651";"04087 Suflí";196;38;19,3877551020408
"6652";"48076 Sukarrieta";331;109;32,9305135951662
"6653";"46236 Sumacàrcer";1097;293;26,7092069279854
"6654";"31226 Sunbilla";665;168;25,2631578947368
"6655";"25212 Sunyer";343;68;19,8250728862974
"6656";"08274 Súria";5948;1372;23,0665770006725
"6657";"09374 Susinos del Páramo";116;23;19,8275862068966
"6658";"17194 Susqueda";93;20;21,505376344086
"6659";"34178 Tabanera de Cerrato";133;43;32,3308270676692
"6660";"34179 Tabanera de Valdavia";26;14;53,8461538461538
"6661";"40200 Tabanera la Luenga";49;15;30,6122448979592
"6662";"49214 Tábara";740;292;39,4594594594595
"6663";"37314 Tabera de Abajo";103;25;24,2718446601942
"6664";"04088 Tabernas";3717;688;18,5095507129405
"6665";"04089 Taberno";974;306;31,4168377823409
"6666";"27060 Taboada";2716;1139;41,9366715758468
"6667";"32079 Taboadela";1417;480;33,8743824982357
"6668";"50249 Tabuenca";321;123;38,3177570093458
"6669";"38043 Tacoronte";24201;3950;16,3216396016694
"6670";"31227 Tafalla";10621;2418;22,766217870257
"6671";"08276 Tagamanent";318;48;15,0943396226415
"6672";"18901 Taha, La";670;191;28,5074626865672
"6673";"04090 Tahal";336;112;33,3333333333333
"6674";"42176 Tajahuerce";26;11;42,3076923076923
"6675";"42177 Tajueco";58;32;55,1724137931034
"6676";"37315 Tala, La";84;43;51,1904761904762
"6677";"08277 Talamanca";209;43;20,5741626794258
"6678";"28145 Talamanca de Jarama";4012;503;12,5373878364905
"6679";"50250 Talamantes";61;13;21,3114754098361
"6680";"25215 Talarn";595;88;14,7899159663866
"6681";"06127 Talarrubias";3406;854;25,0733998825602
"6682";"10178 Talaván";806;279;34,6153846153846
"6683";"25216 Talavera";279;90;32,258064516129
"6684";"45165 Talavera de la Reina";83663;16072;19,2104036431876
"6685";"06128 Talavera la Real";5314;999;18,7993978170869
"6686";"10179 Talaveruela de la Vera";298;113;37,9194630872483
"6687";"10180 Talayuela";7395;932;12,6031102096011
"6688";"16202 Talayuelas";864;283;32,7546296296296
"6689";"12109 Tales";801;177;22,0973782771536
"6690";"06129 Táliga";678;165;24,3362831858407
"6691";"17195 Tallada d'Empordà, La";454;105;23,1277533039648
"6692";"42178 Talveila";96;58;60,4166666666667
"6693";"19262 Tamajón";137;69;50,3649635036496
"6694";"37316 Tamames";784;264;33,6734693877551
"6695";"34180 Támara de Campos";76;27;35,5263157894737
"6696";"22225 Tamarite de Litera";3487;907;26,0108976197304
"6697";"47162 Tamariz de Campos";73;23;31,5068493150685
"6698";"09375 Tamarón";44;9;20,4545454545455
"6699";"06130 Tamurejo";212;71;33,4905660377358
"6700";"38044 Tanque, El";2852;566;19,8457223001403
"6701";"33070 Tapia de Casariego";3726;1106;29,6833064949007
"6702";"49216 Tapioles";151;72;47,682119205298
"6703";"08278 Taradell";6640;1273;19,171686746988
"6704";"19263 Taragudo";44;12;27,2727272727273
"6705";"33071 Taramundi";602;257;42,6910299003322
"6706";"16203 Tarancón";15505;2398;15,465978716543
"6707";"19264 Taravilla";36;10;27,7777777777778
"6708";"50251 Tarazona";10558;2426;22,9778367114984
"6709";"37317 Tarazona de Guareña";302;130;43,046357615894
"6710";"02073 Tarazona de la Mancha";6187;1314;21,2380798448359
"6711";"03127 Tàrbena";623;203;32,5842696629214
"6712";"37318 Tardáguila";201;61;30,3482587064677
"6713";"09377 Tardajos";783;177;22,6053639846743
"6714";"42181 Tardelcuende";414;168;40,5797101449275
"6715";"22226 Tardienta";948;277;29,2194092827004
"6716";"34181 Tariego de Cerrato";476;99;20,7983193277311
"6717";"11035 Tarifa";18183;2983;16,405433646813
"6718";"42182 Taroda";47;28;59,5744680851064
"6719";"43148 Tarragona";136496;24935;18,2679345914899
"6720";"25217 Tàrrega";17445;2779;15,9300659214675
"6721";"25218 Tarrés";102;31;30,3921568627451
"6722";"25219 Tarroja de Segarra";188;52;27,6595744680851
"6723";"19265 Tartanedo";144;63;43,75
"6724";"50252 Tauste";6847;1502;21,9366145757266
"6725";"46237 Tavernes Blanques";9224;1698;18,4084995663487
"6726";"46238 Tavernes de la Valldigna";17254;3557;20,6155094470847
"6727";"08275 Tavèrnoles";322;68;21,1180124223602
"6728";"08280 Tavertet";105;36;34,2857142857143
"6729";"38045 Tazacorte";4601;1068;23,2123451423604
"6730";"29089 Teba";3744;711;18,9903846153846
"6731";"16204 Tébar";279;76;27,2401433691756
"6732";"38046 Tegueste";11287;1929;17,090458049083
"6733";"35024 Teguise";22703;2944;12,9674492357838
"6734";"08281 Teià";6427;1357;21,1140501011358
"6735";"32080 Teixeira, A";315;150;47,6190476190476
"6736";"09378 Tejada";34;5;14,7058823529412
"6737";"16205 Tejadillos";115;41;35,6521739130435
"6738";"42183 Tejado";101;59;58,4158415841584
"6739";"37319 Tejado, El";86;27;31,3953488372093
"6740";"35025 Tejeda";1883;562;29,845990440786
"6741";"10181 Tejeda de Tiétar";773;221;28,5899094437257
"6742";"37320 Tejeda y Segoyuela";89;43;48,314606741573
"6743";"35026 Telde";102791;14970;14,5635318267163
"6744";"22227 Tella-Sin";225;84;37,3333333333333
"6745";"45166 Tembleque";1966;488;24,8219735503561
"6746";"19266 Tendilla";304;79;25,9868421052632
"6747";"37321 Tenebrón";137;64;46,7153284671533
"6748";"15082 Teo";18632;3703;19,8744096178617
"6749";"12110 Teresa";247;95;38,4615384615385
"6750";"46239 Teresa de Cofrentes";619;276;44,5880452342488
"6751";"25220 Térmens";1360;333;24,4852941176471
"6752";"35027 Teror";12522;2211;17,6569238140872
"6753";"04091 Terque";365;121;33,1506849315069
"6754";"17196 Terrades";338;69;20,414201183432
"6755";"37322 Terradillos";3041;515;16,9352186780664
"6756";"09380 Terradillos de Esgueva";77;34;44,1558441558442
"6757";"08279 Terrassa";223627;37795;16,9009108917975
"6758";"46240 Terrateig";256;82;32,03125
"6759";"50253 Terrer";464;148;31,8965517241379
"6760";"44215 Terriente";180;70;38,8888888888889
"6761";"13081 Terrinches";653;165;25,2679938744257
"6762";"26147 Terroba";34;15;44,1176470588235
"6763";"44216 Teruel";36240;7071;19,5115894039735
"6764";"19267 Terzaga";22;7;31,8181818181818
"6765";"03128 Teulada";11278;3280;29,0831707749601
"6766";"33072 Teverga";1554;590;37,966537966538
"6767";"08282 Tiana";8945;1504;16,8138624930129
"6768";"35028 Tías";20628;2979;14,4415357766143
"6769";"03129 Tibi";1662;376;22,6233453670277
"6770";"31228 Tiebas-Muruarte de Reta";636;133;20,9119496855346
"6771";"47163 Tiedra";287;116;40,418118466899
"6772";"28146 Tielmes";2736;464;16,9590643274854
"6773";"05241 Tiemblo, El";4180;945;22,6076555023923
"6774";"50254 Tierga";190;60;31,5789473684211
"6775";"22228 Tierz";781;68;8,7067861715749
"6776";"19268 Tierzo";55;10;18,1818181818182
"6777";"10904 Tiétar";879;171;19,4539249146758
"6778";"38047 Tijarafe";2507;615;24,5313123254886
"6779";"04092 Tíjola";3548;679;19,1375422773393
"6780";"16206 Tinajas";194;87;44,8453608247423
"6781";"35029 Tinajo";6434;812;12,6204538389804
"6782";"33073 Tineo";9199;2965;32,2317643222089
"6783";"09381 Tinieblas de la Sierra";34;22;64,7058823529412
"6784";"05242 Tiñosillos";775;154;19,8709677419355
"6785";"31229 Tirapu";42;14;33,3333333333333
"6786";"26148 Tirgo";185;66;35,6756756756757
"6787";"12111 Tírig";420;143;34,0476190476191
"6788";"25221 Tírvia";134;37;27,6119402985075
"6789";"46241 Titaguas";454;133;29,295154185022
"6790";"28147 Titulcia";1341;225;16,7785234899329
"6791";"25222 Tiurana";77;19;24,6753246753247
"6792";"43149 Tivenys";902;279;30,9312638580931
"6793";"43150 Tivissa";1619;432;26,6831377393453
"6794";"19269 Toba, La";85;44;51,7647058823529
"6795";"09382 Tobar";22;9;40,9090909090909
"6796";"02074 Tobarra";7709;1633;21,1830328187832
"6797";"50255 Tobed";230;86;37,3913043478261
"6798";"26149 Tobía";43;10;23,2558139534884
"6799";"45167 Toboso, El";1741;511;29,350947731189
"6800";"41092 Tocina";9486;1606;16,9302129453932
"6801";"12112 Todolella";141;34;24,113475177305
"6802";"32081 Toén";2353;815;34,6366340841479
"6803";"12113 Toga";96;25;26,0416666666667
"6804";"39086 Tojos, Los";387;133;34,3669250645995
"6805";"05243 Tolbaños";78;24;30,7692307692308
"6806";"45168 Toledo";85811;14742;17,1796156669891
"6807";"03130 Tollos";35;16;45,7142857142857
"6808";"40201 Tolocirio";46;23;50
"6809";"20071 Tolosa";19816;4409;22,2496972143722
"6810";"29090 Tolox";2136;501;23,4550561797753
"6811";"22229 Tolva";122;45;36,8852459016393
"6812";"41093 Tomares";25455;3366;13,223335297584
"6813";"13082 Tomelloso";36168;6187;17,1062817960628
"6814";"36054 Tomiño";13566;2954;21,7750257997936
"6815";"08283 Tona";8356;1490;17,8314983245572
"6816";"37323 Topas";521;157;30,1343570057582
"6817";"15083 Toques";1107;396;35,7723577235772
"6818";"25223 Torà";1237;279;22,554567502021
"6819";"24168 Toral de los Guzmanes";501;183;36,5269461077844
"6820";"24206 Toral de los Vados";1812;603;33,2781456953642
"6821";"12114 Torás";232;71;30,6034482758621
"6822";"47164 Tordehumos";411;104;25,3041362530414
"6823";"19271 Tordellego";47;25;53,1914893617021
"6824";"19270 Tordelrábano";11;3;27,2727272727273
"6825";"08284 Tordera";17519;3008;17,1699297905132
"6826";"47165 Tordesillas";8745;1721;19,6798170383076
"6827";"19272 Tordesilos";85;24;28,2352941176471
"6828";"37324 Tordillos";340;160;47,0588235294118
"6829";"15084 Tordoia";3259;1283;39,367904265112
"6830";"09384 Tordómar";334;99;29,6407185628743
"6831";"08285 Torelló";14400;2847;19,7708333333333
"6832";"24169 Toreno";3012;889;29,5152722443559
"6833";"19274 Torija";1527;151;9,88867059593975
"6834";"10182 Toril";153;19;12,4183006535948
"6835";"44217 Toril y Masegoso";33;10;30,3030303030303
"6836";"22230 Torla-Ordesa";298;92;30,8724832214765
"6837";"42184 Torlengua";56;29;51,7857142857143
"6838";"26150 Tormantos";117;54;46,1538461538462
"6839";"05244 Tormellas";37;22;59,4594594594595
"6840";"44218 Tormón";25;11;44
"6841";"03131 Tormos";318;116;36,4779874213836
"6842";"25224 Torms, Els";138;47;34,0579710144928
"6843";"25225 Tornabous";822;209;25,4257907542579
"6844";"37325 Tornadizo, El";94;44;46,8085106382979
"6845";"05245 Tornadizos de Ávila";418;97;23,2057416267943
"6846";"10183 Tornavacas";1098;305;27,7777777777778
"6847";"10184 Torno, El";851;283;33,2549941245593
"6848";"44219 Tornos";202;83;41,0891089108911
"6849";"49219 Toro";8665;2133;24,6162723600692
"6850";"12115 Toro, El";241;88;36,5145228215768
"6851";"34182 Torquemada";954;256;26,8343815513627
"6852";"16209 Torralba";111;45;40,5405405405405
"6853";"22232 Torralba de Aragón";113;32;28,3185840707965
"6854";"13083 Torralba de Calatrava";2966;699;23,5670937289278
"6855";"50256 Torralba de los Frailes";76;36;47,3684210526316
"6856";"44220 Torralba de los Sisones";157;39;24,8407643312102
"6857";"45169 Torralba de Oropesa";197;61;30,9644670050761
"6858";"50257 Torralba de Ribota";169;74;43,7869822485207
"6859";"12116 Torralba del Pinar";61;17;27,8688524590164
"6860";"31230 Torralba del Río";96;32;33,3333333333333
"6861";"50258 Torralbilla";59;26;44,0677966101695
"6862";"11036 Torre Alháquime";796;180;22,6130653266332
"6863";"44223 Torre de Arcas";94;29;30,8510638297872
"6864";"25227 Torre de Cabdella, La";759;231;30,4347826086957
"6865";"08286 Torre de Claramunt, La";3741;610;16,3058005880781
"6866";"10187 Torre de Don Miguel";484;127;26,2396694214876
"6867";"47169 Torre de Esgueva";65;35;53,8461538461538
"6868";"45171 Torre de Esteban Hambrán, La";1670;428;25,6287425149701
"6869";"43151 Torre de Fontaubella, La";131;41;31,2977099236641
"6870";"13084 Torre de Juan Abad";1000;312;31,2
"6871";"44224 Torre de las Arcas";29;7;24,1379310344828
"6872";"43152 Torre de l'Espanyol, La";601;158;26,2895174708819
"6873";"06131 Torre de Miguel Sesmero";1246;272;21,8298555377207
"6874";"47170 Torre de Peñafiel";48;22;45,8333333333333
"6875";"10188 Torre de Santa María";532;181;34,0225563909774
"6876";"24170 Torre del Bierzo";2114;627;29,6594134342479
"6877";"19279 Torre del Burgo";611;25;4,09165302782324
"6878";"44225 Torre del Compte";117;56;47,8632478632479
"6879";"49220 Torre del Valle, La";148;58;39,1891891891892
"6880";"12119 Torre d'En Besora, la";167;67;40,1197604790419
"6881";"12120 Torre d'en Doménec, la";162;69;42,5925925925926
"6882";"26153 Torre en Cameros";10;4;40
"6883";"22233 Torre la Ribera";96;28;29,1666666666667
"6884";"44227 Torre los Negros";83;38;45,7831325301205
"6885";"40206 Torre Val de San Pedro";192;60;31,25
"6886";"05247 Torre, La";230;114;49,5652173913044
"6887";"40202 Torreadrada";55;27;49,0909090909091
"6888";"46242 Torrebaja";402;125;31,0945273631841
"6889";"25226 Torrebesses";267;85;31,8352059925094
"6890";"42185 Torreblacos";24;18;75
"6891";"12117 Torreblanca";5574;1238;22,2102619303911
"6892";"23085 Torreblascopedro";2508;571;22,7671451355662
"6893";"40203 Torrecaballeros";1372;164;11,9533527696793
"6894";"14062 Torrecampo";1040;346;33,2692307692308
"6895";"18178 Torre-Cardela";716;218;30,4469273743017
"6896";"12118 Torrechiva";89;16;17,9775280898876
"6897";"44221 Torrecilla de Alcañiz";439;155;35,3075170842825
"6898";"47166 Torrecilla de la Abadesa";276;74;26,8115942028986
"6899";"45170 Torrecilla de la Jara";207;96;46,3768115942029
"6900";"47167 Torrecilla de la Orden";248;100;40,3225806451613
"6901";"47168 Torrecilla de la Torre";36;9;25
"6902";"10185 Torrecilla de los Ángeles";601;189;31,4475873544093
"6903";"09386 Torrecilla del Monte";72;17;23,6111111111111
"6904";"40204 Torrecilla del Pinar";175;68;38,8571428571429
"6905";"44222 Torrecilla del Rebollar";123;59;47,9674796747967
"6906";"26151 Torrecilla en Cameros";453;158;34,878587196468
"6907";"26152 Torrecilla sobre Alesanco";34;12;35,2941176470588
"6908";"10186 Torrecillas de la Tiesa";1070;304;28,411214953271
"6909";"19277 Torrecuadrada de Molina";18;6;33,3333333333333
"6910";"19278 Torrecuadradilla";27;15;55,5555555555556
"6911";"23086 Torredelcampo";14142;2448;17,3101400084854
"6912";"43153 Torredembarra";16567;3206;19,3517233053661
"6913";"23087 Torredonjimeno";13632;2650;19,4395539906103
"6914";"25228 Torrefarrera";4694;597;12,7183638687686
"6915";"25907 Torrefeta i Florejacs";607;160;26,3591433278418
"6916";"09387 Torregalindo";121;43;35,5371900826446
"6917";"49221 Torregamones";253;100;39,5256916996047
"6918";"25230 Torregrossa";2179;514;23,5888022028453
"6919";"50259 Torrehermosa";69;37;53,6231884057971
"6920";"40205 Torreiglesias";252;103;40,8730158730159
"6921";"28148 Torrejón de Ardoz";132853;19695;14,8246558226009
"6922";"28149 Torrejón de la Calzada";9194;982;10,6808788340222
"6923";"28150 Torrejón de Velasco";4386;578;13,1782945736434
"6924";"19280 Torrejón del Rey";5623;538;9,56784634536724
"6925";"10190 Torrejón el Rubio";546;169;30,952380952381
"6926";"10189 Torrejoncillo";2910;763;26,2199312714777
"6927";"16211 Torrejoncillo del Rey";351;170;48,4330484330484
"6928";"44226 Torrelacárcel";143;64;44,7552447552448
"6929";"28151 Torrelaguna";4854;794;16,3576431808817
"6930";"25231 Torrelameu";735;158;21,4965986394558
"6931";"50260 Torrelapaja";35;19;54,2857142857143
"6932";"09388 Torrelara";31;4;12,9032258064516
"6933";"39087 Torrelavega";51597;13113;25,4142682714111
"6934";"08287 Torrelavit";1422;268;18,8466947960619
"6935";"46243 Torrella";145;42;28,9655172413793
"6936";"50261 Torrellas";246;89;36,1788617886179
"6937";"08288 Torrelles de Foix";2398;438;18,2652210175146
"6938";"08289 Torrelles de Llobregat";6073;791;13,0248641528075
"6939";"47171 Torrelobatón";400;138;34,5
"6940";"28152 Torrelodones";23902;3228;13,505146012886
"6941";"03132 Torremanzanas/Torre de les Maçanes, la";636;187;29,4025157232704
"6942";"06132 Torremayor";949;208;21,9178082191781
"6943";"06133 Torremejía";2257;385;17,0580416482056
"6944";"10191 Torremenga";587;134;22,8279386712095
"6945";"10192 Torremocha";793;325;40,9836065573771
"6946";"19281 Torremocha de Jadraque";21;4;19,047619047619
"6947";"28153 Torremocha de Jarama";1075;306;28,4651162790698
"6948";"44228 Torremocha de Jiloca";107;43;40,1869158878505
"6949";"19282 Torremocha del Campo";172;66;38,3720930232558
"6950";"19283 Torremocha del Pinar";38;19;50
"6951";"19284 Torremochuela";9;5;55,5555555555556
"6952";"29901 Torremolinos";69166;12070;17,4507706098372
"6953";"26154 Torremontalbo";10;1;10
"6954";"34184 Torremormojón";43;28;65,1162790697674
"6955";"46244 Torrent";83962;13376;15,9310164121865
"6956";"17197 Torrent";164;37;22,5609756097561
"6957";"22234 Torrente de Cinca";1327;272;20,4973624717408
"6958";"13085 Torrenueva";2667;628;23,5470566179228
"6959";"18916 Torrenueva Costa";2796;476;17,0243204577969
"6960";"10193 Torreorgaz";1656;304;18,3574879227053
"6961";"30037 Torre-Pacheco";36464;4229;11,597740236946
"6962";"09389 Torrepadre";70;33;47,1428571428571
"6963";"23088 Torreperogil";7222;1550;21,4621988368873
"6964";"10194 Torrequemada";560;220;39,2857142857143
"6965";"23090 Torres";1372;376;27,4052478134111
"6966";"23091 Torres de Albánchez";770;165;21,4285714285714
"6967";"44229 Torres de Albarracín";185;54;29,1891891891892
"6968";"22235 Torres de Alcanadre";82;34;41,4634146341463
"6969";"22236 Torres de Barbués";251;82;32,6693227091633
"6970";"50262 Torres de Berrellén";1443;321;22,2453222453222
"6971";"30038 Torres de Cotillas, Las";21753;3035;13,952098561118
"6972";"28154 Torres de la Alameda";7833;1150;14,6814758074812
"6973";"25232 Torres de Segre";2366;439;18,5545224006762
"6974";"49222 Torres del Carrizal";400;113;28,25
"6975";"31231 Torres del Río";124;43;34,6774193548387
"6976";"46245 Torres Torres";669;148;22,1225710014948
"6977";"09390 Torresandino";604;202;33,4437086092715
"6978";"47172 Torrescárcela";159;57;35,8490566037736
"6979";"25233 Torre-serona";398;83;20,8542713567839
"6980";"37327 Torresmenudas";187;59;31,5508021390374
"6981";"44230 Torrevelilla";170;54;31,7647058823529
"6982";"03133 Torrevieja";84667;19462;22,9865236751036
"6983";"45172 Torrico";698;264;37,8223495702006
"6984";"44231 Torrijas";43;13;30,2325581395349
"6985";"50263 Torrijo de la Cañada";197;83;42,1319796954315
